ID;Label;raid5-512-8_acc.pth
['RAID/train/raid5-study/patient536/study1_negative/'];0.0;0.0005980072892270982
['RAID/train/raid5-study/patient318/study1_positive/'];1.0;0.9996296167373657
['RAID/train/raid5-study/patient13/study1_positive/'];1.0;0.9979919195175171
['RAID/train/raid5-study/patient416/study1_negative/'];0.0;0.01822548918426037
['RAID/train/raid5-study/patient902/study1_negative/'];0.0;0.000834343780297786
['RAID/train/raid5-study/patient264/study1_positive/'];1.0;0.9987348914146423
['RAID/train/raid5-study/patient799/study1_negative/'];0.0;0.005861036013811827
['RAID/train/raid5-study/patient302/study1_positive/'];1.0;0.9854597449302673
['RAID/train/raid5-study/patient66/study1_positive/'];1.0;0.9951829314231873
['RAID/train/raid5-study/patient131/study1_positive/'];1.0;0.9500488042831421
['RAID/train/raid5-study/patient572/study1_negative/'];0.0;0.0018732633907347918
['RAID/train/raid5-study/patient745/study1_negative/'];0.0;0.016289690509438515
['RAID/train/raid5-study/patient26/study1_positive/'];1.0;0.9999998807907104
['RAID/train/raid5-study/patient916/study1_negative/'];0.0;0.14232611656188965
['RAID/train/raid5-study/patient167/study1_positive/'];1.0;0.9986779093742371
['RAID/train/raid5-study/patient477/study1_negative/'];0.0;0.020409826189279556
['RAID/train/raid5-study/patient673/study1_negative/'];0.0;0.0231004785746336
['RAID/train/raid5-study/patient254/study1_positive/'];1.0;0.9993021488189697
['RAID/train/raid5-study/patient45/study1_positive/'];1.0;0.999480664730072
['RAID/train/raid5-study/patient645/study1_negative/'];0.0;0.003365335986018181
['RAID/train/raid5-study/patient406/study1_negative/'];0.0;0.025741394609212875
['RAID/train/raid5-study/patient170/study1_positive/'];1.0;0.9999183416366577
['RAID/train/raid5-study/patient540/study1_negative/'];0.0;0.002090953988954425
['RAID/train/raid5-study/patient716/study1_negative/'];0.0;0.0801965743303299
['RAID/train/raid5-study/patient577/study1_negative/'];0.0;0.047933429479599
['RAID/train/raid5-study/patient756/study1_negative/'];0.0;0.013091948814690113
['RAID/train/raid5-study/patient766/study1_negative/'];0.0;0.006889980752021074
['RAID/train/raid5-study/patient764/study1_negative/'];0.0;0.003411460667848587
['RAID/train/raid5-study/patient7/study1_positive/'];1.0;0.9999271631240845
['RAID/train/raid5-study/patient493/study1_negative/'];0.0;0.01923181675374508
['RAID/train/raid5-study/patient742/study1_negative/'];0.0;0.0041602482087910175
['RAID/train/raid5-study/patient665/study1_negative/'];0.0;0.0027631944976747036
['RAID/train/raid5-study/patient158/study1_positive/'];1.0;0.9962228536605835
['RAID/train/raid5-study/patient210/study1_positive/'];1.0;0.9918859004974365
['RAID/train/raid5-study/patient468/study1_negative/'];0.0;0.005533144343644381
['RAID/train/raid5-study/patient839/study1_negative/'];0.0;0.00391352828592062
['RAID/train/raid5-study/patient284/study1_positive/'];1.0;0.9985533356666565
['RAID/train/raid5-study/patient196/study1_positive/'];1.0;0.9831883311271667
['RAID/train/raid5-study/patient585/study1_negative/'];0.0;0.2635113000869751
['RAID/train/raid5-study/patient497/study1_negative/'];0.0;0.048202499747276306
['RAID/train/raid5-study/patient804/study1_negative/'];0.0;0.03840979188680649
['RAID/train/raid5-study/patient583/study1_negative/'];0.0;0.06806712597608566
['RAID/train/raid5-study/patient847/study1_negative/'];0.0;0.07114473730325699
['RAID/train/raid5-study/patient329/study1_positive/'];1.0;0.9872322082519531
['RAID/train/raid5-study/patient146/study1_positive/'];1.0;0.9772697687149048
['RAID/train/raid5-study/patient378/study1_positive/'];1.0;0.9898625612258911
['RAID/train/raid5-study/patient813/study1_negative/'];0.0;0.009252741001546383
['RAID/train/raid5-study/patient890/study1_negative/'];0.0;0.22441495954990387
['RAID/train/raid5-study/patient556/study1_negative/'];0.0;0.014849189668893814
['RAID/train/raid5-study/patient191/study1_positive/'];1.0;0.9999308586120605
['RAID/train/raid5-study/patient241/study1_positive/'];1.0;0.9995703101158142
['RAID/train/raid5-study/patient747/study1_negative/'];0.0;0.0015078728320077062
['RAID/train/raid5-study/patient498/study1_negative/'];0.0;0.07658065855503082
['RAID/train/raid5-study/patient79/study1_positive/'];1.0;0.9999039173126221
['RAID/train/raid5-study/patient447/study1_negative/'];0.0;0.004063484724611044
['RAID/train/raid5-study/patient123/study1_positive/'];1.0;0.9999926090240479
['RAID/train/raid5-study/patient621/study1_negative/'];0.0;0.004631692077964544
['RAID/train/raid5-study/patient444/study1_negative/'];0.0;0.015132846310734749
['RAID/train/raid5-study/patient202/study1_positive/'];1.0;0.999810516834259
['RAID/train/raid5-study/patient523/study1_negative/'];0.0;0.001596528454683721
['RAID/train/raid5-study/patient489/study1_negative/'];0.0;0.07984600961208344
['RAID/train/raid5-study/patient276/study1_positive/'];1.0;0.9997435212135315
['RAID/train/raid5-study/patient309/study1_positive/'];1.0;0.9915942549705505
['RAID/train/raid5-study/patient345/study1_positive/'];1.0;0.9999687671661377
['RAID/train/raid5-study/patient929/study1_negative/'];0.0;0.05538925155997276
['RAID/train/raid5-study/patient471/study1_negative/'];0.0;0.0737847089767456
['RAID/train/raid5-study/patient71/study1_positive/'];1.0;0.9937361478805542
['RAID/train/raid5-study/patient431/study1_negative/'];0.0;0.0046242717653512955
['RAID/train/raid5-study/patient613/study1_negative/'];0.0;0.0011477109510451555
['RAID/train/raid5-study/patient636/study1_negative/'];0.0;0.012929659336805344
['RAID/train/raid5-study/patient576/study1_negative/'];0.0;0.0044728959910571575
['RAID/train/raid5-study/patient825/study1_negative/'];0.0;0.004813942592591047
['RAID/train/raid5-study/patient895/study1_negative/'];0.0;0.06368877738714218
['RAID/train/raid5-study/patient419/study1_negative/'];0.0;0.011596000753343105
['RAID/train/raid5-study/patient748/study1_negative/'];0.0;0.02299601025879383
['RAID/train/raid5-study/patient69/study1_positive/'];1.0;0.9864328503608704
['RAID/train/raid5-study/patient359/study1_positive/'];1.0;0.9999998807907104
['RAID/train/raid5-study/patient474/study1_negative/'];0.0;0.0632345899939537
['RAID/train/raid5-study/patient335/study1_positive/'];1.0;0.9999903440475464
['RAID/train/raid5-study/patient909/study1_negative/'];0.0;0.030775267630815506
['RAID/train/raid5-study/patient239/study1_positive/'];1.0;0.9997515082359314
['RAID/train/raid5-study/patient658/study1_negative/'];0.0;0.1122761070728302
['RAID/train/raid5-study/patient126/study1_positive/'];1.0;0.9249746203422546
['RAID/train/raid5-study/patient618/study1_negative/'];0.0;0.03886453062295914
['RAID/train/raid5-study/patient147/study1_positive/'];1.0;0.9989763498306274
['RAID/train/raid5-study/patient251/study1_positive/'];1.0;0.9999938011169434
['RAID/train/raid5-study/patient544/study1_negative/'];0.0;0.04245429486036301
['RAID/train/raid5-study/patient127/study1_positive/'];1.0;0.9926221370697021
['RAID/train/raid5-study/patient699/study1_negative/'];0.0;0.18278908729553223
['RAID/train/raid5-study/patient192/study1_positive/'];1.0;0.9985583424568176
['RAID/train/raid5-study/patient205/study1_positive/'];1.0;0.999599039554596
['RAID/train/raid5-study/patient705/study1_negative/'];0.0;0.015033009462058544
['RAID/train/raid5-study/patient443/study1_negative/'];0.0;0.04393603652715683
['RAID/train/raid5-study/patient850/study1_negative/'];0.0;0.3667018413543701
['RAID/train/raid5-study/patient581/study1_negative/'];0.0;0.013189191929996014
['RAID/train/raid5-study/patient578/study1_negative/'];0.0;0.003011487191542983
['RAID/train/raid5-study/patient462/study1_negative/'];0.0;0.015114343725144863
['RAID/train/raid5-study/patient125/study1_positive/'];1.0;0.999244213104248
['RAID/train/raid5-study/patient708/study1_negative/'];0.0;0.003670729463919997
['RAID/train/raid5-study/patient861/study1_negative/'];0.0;0.09806597232818604
['RAID/train/raid5-study/patient130/study1_positive/'];1.0;0.9979397654533386
['RAID/train/raid5-study/patient508/study1_negative/'];0.0;0.0022104387171566486
['RAID/train/raid5-study/patient324/study1_positive/'];1.0;0.9999654293060303
['RAID/train/raid5-study/patient560/study1_negative/'];0.0;0.01220472902059555
['RAID/train/raid5-study/patient312/study1_positive/'];1.0;0.9950911998748779
['RAID/train/raid5-study/patient718/study1_negative/'];0.0;0.011564214713871479
['RAID/train/raid5-study/patient865/study1_negative/'];0.0;0.04263691231608391
['RAID/train/raid5-study/patient244/study1_positive/'];1.0;0.998011589050293
['RAID/train/raid5-study/patient769/study1_negative/'];0.0;0.08070369064807892
['RAID/train/raid5-study/patient522/study1_negative/'];0.0;0.12261680513620377
['RAID/train/raid5-study/patient638/study1_negative/'];0.0;0.0009281986276619136
['RAID/train/raid5-study/patient509/study1_negative/'];0.0;0.0017108854372054338
['RAID/train/raid5-study/patient87/study1_positive/'];1.0;0.9998877048492432
['RAID/train/raid5-study/patient287/study1_positive/'];1.0;0.9999899864196777
['RAID/train/raid5-study/patient362/study1_positive/'];1.0;0.9994696974754333
['RAID/train/raid5-study/patient492/study1_negative/'];0.0;0.013657612726092339
['RAID/train/raid5-study/patient110/study1_positive/'];1.0;0.9999493360519409
['RAID/train/raid5-study/patient268/study1_positive/'];1.0;0.9939491748809814
['RAID/train/raid5-study/patient690/study1_negative/'];0.0;0.0014595745597034693
['RAID/train/raid5-study/patient686/study1_negative/'];0.0;0.03007473237812519
['RAID/train/raid5-study/patient373/study1_positive/'];1.0;0.9990620017051697
['RAID/train/raid5-study/patient464/study1_negative/'];0.0;0.0024994155392050743
['RAID/train/raid5-study/patient388/study1_positive/'];1.0;0.9990043044090271
['RAID/train/raid5-study/patient339/study1_positive/'];1.0;0.995934247970581
['RAID/train/raid5-study/patient430/study1_negative/'];0.0;0.0054609631188213825
['RAID/train/raid5-study/patient676/study1_negative/'];0.0;0.007340832147747278
['RAID/train/raid5-study/patient567/study1_negative/'];0.0;0.08901297301054001
['RAID/train/raid5-study/patient734/study1_negative/'];0.0;0.03928109630942345
['RAID/train/raid5-study/patient145/study1_positive/'];1.0;0.9644562602043152
['RAID/train/raid5-study/patient741/study1_negative/'];0.0;0.004802019335329533
['RAID/train/raid5-study/patient245/study1_positive/'];1.0;0.9930959343910217
['RAID/train/raid5-study/patient181/study1_positive/'];1.0;0.996609091758728
['RAID/train/raid5-study/patient551/study1_negative/'];0.0;0.006743539124727249
['RAID/train/raid5-study/patient124/study1_positive/'];1.0;0.9997122883796692
['RAID/train/raid5-study/patient780/study1_negative/'];0.0;0.008299154229462147
['RAID/train/raid5-study/patient511/study1_negative/'];0.0;0.006531187798827887
['RAID/train/raid5-study/patient851/study1_negative/'];0.0;0.002032351214438677
['RAID/train/raid5-study/patient639/study1_negative/'];0.0;0.016818100586533546
['RAID/train/raid5-study/patient291/study1_positive/'];1.0;0.9992024302482605
['RAID/train/raid5-study/patient869/study1_negative/'];0.0;0.007512742653489113
['RAID/train/raid5-study/patient740/study1_negative/'];0.0;0.0103636858984828
['RAID/train/raid5-study/patient793/study1_negative/'];0.0;0.039000771939754486
['RAID/train/raid5-study/patient289/study1_positive/'];1.0;0.9998624324798584
['RAID/train/raid5-study/patient568/study1_negative/'];0.0;0.0023386047687381506
['RAID/train/raid5-study/patient454/study1_negative/'];0.0;0.17485632002353668
['RAID/train/raid5-study/patient657/study1_negative/'];0.0;0.002092816401273012
['RAID/train/raid5-study/patient777/study1_negative/'];0.0;0.06732195615768433
['RAID/train/raid5-study/patient40/study1_positive/'];1.0;0.9332242608070374
['RAID/train/raid5-study/patient915/study1_negative/'];0.0;0.000798048684373498
['RAID/train/raid5-study/patient870/study1_negative/'];0.0;0.013639356009662151
['RAID/train/raid5-study/patient5/study1_positive/'];1.0;0.984180212020874
['RAID/train/raid5-study/patient136/study1_positive/'];1.0;0.9988007545471191
['RAID/train/raid5-study/patient134/study1_positive/'];1.0;0.9997014403343201
['RAID/train/raid5-study/patient157/study1_positive/'];1.0;0.9997466206550598
['RAID/train/raid5-study/patient166/study1_positive/'];1.0;0.9991660118103027
['RAID/train/raid5-study/patient401/study1_negative/'];0.0;0.11386319994926453
['RAID/train/raid5-study/patient609/study1_negative/'];0.0;0.08086427301168442
['RAID/train/raid5-study/patient835/study1_negative/'];0.0;0.011337199248373508
['RAID/train/raid5-study/patient78/study1_positive/'];1.0;0.9976258873939514
['RAID/train/raid5-study/patient450/study1_negative/'];0.0;0.029057100415229797
['RAID/train/raid5-study/patient403/study1_negative/'];0.0;0.8802099823951721
['RAID/train/raid5-study/patient822/study1_negative/'];0.0;0.005888655781745911
['RAID/train/raid5-study/patient49/study1_positive/'];1.0;0.7695938348770142
['RAID/train/raid5-study/patient121/study1_positive/'];1.0;0.994694173336029
['RAID/train/raid5-study/patient238/study1_positive/'];1.0;0.9999995231628418
['RAID/train/raid5-study/patient435/study1_negative/'];0.0;0.281083345413208
['RAID/train/raid5-study/patient111/study1_positive/'];1.0;0.9943739175796509
['RAID/train/raid5-study/patient52/study1_positive/'];1.0;0.9995179176330566
['RAID/train/raid5-study/patient722/study1_negative/'];0.0;0.0395941287279129
['RAID/train/raid5-study/patient247/study1_positive/'];1.0;0.9995042085647583
['RAID/train/raid5-study/patient176/study1_positive/'];1.0;0.9810189008712769
['RAID/train/raid5-study/patient528/study1_negative/'];0.0;0.031301021575927734
